VALUE,BPS_CODE,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,R,G,B,RED,GREEN,BLUE
1504,13230,West Gulf Coastal Plain Mesic Hardwood Forest,271,90,23,17,181,158,143,0.709804,0.619608,0.560784
1505,13390,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,89,-9999,24,19,219,69,223,0.858824,0.270588,0.87451
1506,13480,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,630,783,4,4,112,127,0,0.439216,0.498039,0
1507,13710,West Gulf Coastal Plain Pine-Hardwood Forest,121,64,5,4,100,168,0,0.392157,0.658824,0
1508,13840,Mississippi Delta Maritime Forest,129,-9999,5,4,107,54,36,0.419608,0.211765,0.141176
1509,14340,Texas-Louisiana Coastal Prairie,5,98,-9999,5,219,163,223,0.858824,0.639216,0.87451
1510,14510,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,144,177,2,2,68,242,0,0.266667,0.94902,0
1511,14580,West Gulf Coastal Plain Pine-Hardwood Flatwoods,179,104,5,5,99,235,97,0.388235,0.921569,0.380392
1512,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,115,-9999,100,53,102,119,205,0.4,0.466667,0.803922
1513,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,431,129,50,33,171,185,235,0.670588,0.72549,0.921569
1514,14800,Gulf and Atlantic Coastal Plain Swamp Systems,994,-9999,681,404,102,212,179,0.4,0.831373,0.701961
1515,14900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,11,-9999,-9999,11,255,235,0,1,0.921569,0
1517,13220,Southern Crowley`s Ridge Mesic Loess Slope Forest,483,107,88,44,62,245,51,0.243137,0.960784,0.2
1518,13230,West Gulf Coastal Plain Mesic Hardwood Forest,271,90,23,17,181,158,143,0.709804,0.619608,0.560784
1519,13270,East Gulf Coastal Plain Northern Loess Bluff Forest,394,356,152,84,232,161,212,0.909804,0.631373,0.831373
1520,13290,East Gulf Coastal Plain Southern Loess Bluff Forest,218,189,69,41,168,8,54,0.658824,0.031373,0.211765
1521,13480,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,630,783,4,4,112,127,0,0.439216,0.498039,0
1522,13710,West Gulf Coastal Plain Pine-Hardwood Forest,121,64,5,4,100,168,0,0.392157,0.658824,0
1523,13810,Lower Mississippi River Dune Woodland and Forest,339,450,5,5,222,196,138,0.870588,0.768627,0.541176
1524,14290,West Gulf Coastal Plain Southern Calcareous Prairie,5,-9999,28,4,255,36,158,1,0.141176,0.619608
1525,14320,Lower Mississippi Alluvial Plain Grand Prairie,-9999,3,319,3,227,227,92,0.890196,0.890196,0.360784
1526,14580,West Gulf Coastal Plain Pine-Hardwood Flatwoods,179,104,5,5,99,235,97,0.388235,0.921569,0.380392
1527,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,115,-9999,100,53,102,119,205,0.4,0.466667,0.803922
1528,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,431,129,50,33,171,185,235,0.670588,0.72549,0.921569
1529,14800,Gulf and Atlantic Coastal Plain Swamp Systems,994,-9999,681,404,102,212,179,0.4,0.831373,0.701961
1530,15090,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,479,106,88,44,0,107,82,0,0.419608,0.321569
1531,15100,Northern Crowley`s Ridge Sand Forest,135,486,6,5,202,122,245,0.792157,0.478431,0.960784
1532,15130,Lower Mississippi River Flatwoods,395,162,95,52,98,0,117,0.384314,0,0.458824
1561,13022,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,-9999,-9999,2040,76,230,0,0.298039,0.901961,0
1562,13022,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,-9999,-9999,2040,76,230,150,0.298039,0.901961,0.588235
1563,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,123,49,76,24,176,163,222,0.690196,0.639216,0.870588
1564,13110,North-Central Interior Dry Oak Forest and Woodland,104,98,19,14,179,207,143,0.701961,0.811765,0.560784
1565,13130,North-Central Interior Beech-Maple Forest,1004,-9999,836,456,0,156,44,0,0.611765,0.172549
1566,13140,North-Central Interior Maple-Basswood Forest,1027,-9999,857,467,237,161,102,0.929412,0.631373,0.4
1568,13651,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,-9999,213,147,194,114,0.576471,0.760784,0.447059
1569,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,483,1018,291,154,208,255,99,0.815686,1,0.388235
1570,13940,North-Central Interior Oak Savanna,66,184,5,5,230,213,138,0.901961,0.835294,0.541176
1571,13950,North-Central Oak Barrens,53,143,6,5,255,235,176,1,0.921569,0.690196
1572,14071,Laurentian Pine-Oak Barrens,109,75,5,4,153,66,0,0.6,0.258824,0
1573,14072,Laurentian Pine-Oak Barrens-Jack Pine,25,46,18,8,153,66,100,0.6,0.258824,0.392157
1574,14090,Great Lakes Alvar,439,3247,-9999,387,227,235,117,0.890196,0.921569,0.458824
1575,14120,North-Central Interior Sand and Gravel Tallgrass Prairie,4,-9999,87,3,214,0,157,0.839216,0,0.615686
1576,14210,Central Tallgrass Prairie,4,-9999,-9999,4,232,255,196,0.909804,1,0.768627
1577,14440,Eastern Boreal Floodplain,-9999,581,312,203,69,69,156,0.270588,0.270588,0.611765
1578,14660,Great Lakes Wooded Dune and Swale,3715,536,-9999,468,181,0,0,0.709804,0,0
1579,14710,Central Interior and Appalachian Floodplain Systems,-9999,432,67,58,0,191,176,0,0.74902,0.690196
1580,14750,Laurentian-Acadian Floodplain Systems,-9999,435,68,59,122,143,245,0.478431,0.560784,0.960784
1581,14770,Boreal Acidic Peatland Systems,716,-9999,123,105,106,0,138,0.415686,0,0.541176
1582,14790,Central Interior and Appalachian Swamp Systems,987,-9999,-9999,987,207,61,255,0.811765,0.239216,1
1583,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,-9999,-9999,989,232,189,255,0.909804,0.741176,1
1584,14920,Great Lakes Coastal Marsh Systems,-9999,-9999,-9999,-9999,122,245,202,0.478431,0.960784,0.792157
1585,14930,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,17,-9999,-9999,17,240,150,20,0.941176,0.588235,0.078431
1586,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,18,-9999,-9999,18,0,168,107,0,0.658824,0.419608
1587,15170,Paleozoic Plateau Bluff and Talus,15,126,102,12,106,117,0,0.415686,0.458824,0
1588,13022,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,-9999,-9999,2040,76,230,0,0.298039,0.901961,0
1589,13022,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,-9999,-9999,2040,76,230,150,0.298039,0.901961,0.588235
1590,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,74,56,23,13,176,163,222,0.690196,0.639216,0.870588
1591,13140,North-Central Interior Maple-Basswood Forest,1027,-9999,857,467,237,161,102,0.929412,0.631373,0.4
1592,13310,Eastern Great Plains Tallgrass Aspen Parkland,16,-9999,8,6,220,240,0,0.862745,0.941176,0
1593,13440,Boreal Jack Pine-Black Spruce Forest,82,-9999,-9999,82,255,140,140,1,0.54902,0.54902
1596,13651,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,-9999,213,147,194,114,0.576471,0.760784,0.447059
1597,13652,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,-9999,516,110,137,70,0.431373,0.537255,0.27451
1598,13653,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,112,243,-9999,76,255,255,145,1,1,0.568627
1599,13940,North-Central Interior Oak Savanna,550,165,5,5,230,213,138,0.901961,0.835294,0.541176
1600,13950,North-Central Oak Barrens,341,246,5,5,255,235,176,1,0.921569,0.690196
1601,14071,Laurentian Pine-Oak Barrens,109,75,5,4,153,66,0,0.6,0.258824,0
1602,14072,Laurentian Pine-Oak Barrens-Jack Pine,25,46,18,8,153,66,100,0.6,0.258824,0.392157
1603,14120,North-Central Interior Sand and Gravel Tallgrass Prairie,4,-9999,87,3,214,0,157,0.839216,0,0.615686
1604,14200,Northern Tallgrass Prairie,4,-9999,-9999,4,184,132,29,0.721569,0.517647,0.113725
1605,14440,Eastern Boreal Floodplain,-9999,581,312,203,69,69,156,0.270588,0.270588,0.611765
1606,14710,Central Interior and Appalachian Floodplain Systems,-9999,432,67,58,0,191,176,0,0.74902,0.690196
1607,14750,Laurentian-Acadian Floodplain Systems,-9999,435,68,59,122,143,245,0.478431,0.560784,0.960784
1608,14770,Boreal Acidic Peatland Systems,716,-9999,123,105,106,0,138,0.415686,0,0.541176
1609,14790,Central Interior and Appalachian Swamp Systems,987,-9999,-9999,987,207,61,255,0.811765,0.239216,1
1610,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,-9999,-9999,989,232,189,255,0.909804,0.741176,1
1611,14920,Great Lakes Coastal Marsh Systems,-9999,-9999,-9999,-9999,122,245,202,0.478431,0.960784,0.792157
1612,14930,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,17,-9999,-9999,17,240,150,20,0.941176,0.588235,0.078431
1613,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,18,-9999,-9999,18,0,168,107,0,0.658824,0.419608
1614,13022,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,-9999,-9999,2040,76,230,0,0.298039,0.901961,0
1615,13022,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,-9999,-9999,2040,76,230,150,0.298039,0.901961,0.588235
1616,13023,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood,1016,-9999,-9999,1016,38,105,0,0.14902,0.411765,0
1617,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,161,160,11,9,176,163,222,0.690196,0.639216,0.870588
1618,13110,North-Central Interior Dry Oak Forest and Woodland,137,111,11,9,179,207,143,0.701961,0.811765,0.560784
1619,13130,North-Central Interior Beech-Maple Forest,1004,-9999,836,456,0,156,44,0,0.611765,0.172549
1620,13441,Boreal Jack Pine-Black Spruce Forest-Pine Barrens,34,64,7,5,255,140,140,1,0.54902,0.54902
1621,13442,Boreal Jack Pine-Black Spruce Forest-Spruce-Fir,112,-9999,-9999,112,135,200,114,0.529412,0.784314,0.447059
1622,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,309,447,65,48,255,191,191,1,0.74902,0.74902
1623,13651,Boreal White Spruce-Fir-Hardwood Forest-Inland,490,524,-9999,253,147,194,114,0.576471,0.760784,0.447059
1624,13652,Boreal White Spruce-Fir-Hardwood Forest-Coastal,872,1306,-9999,523,110,137,70,0.431373,0.537255,0.27451
1625,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153,208,255,99,0.815686,1,0.388235
1626,13940,North-Central Interior Oak Savanna,66,184,5,5,230,213,138,0.901961,0.835294,0.541176
1627,13950,North-Central Oak Barrens,49,180,6,5,255,235,176,1,0.921569,0.690196
1628,14071,Laurentian Pine-Oak Barrens,109,75,5,4,153,66,0,0.6,0.258824,0
1629,14072,Laurentian Pine-Oak Barrens-Jack Pine,25,46,18,8,153,66,100,0.6,0.258824,0.392157
1630,14110,Great Lakes Wet-Mesic Lakeplain Prairie,24,-9999,-9999,24,235,255,0,0.921569,1,0
1631,14120,North-Central Interior Sand and Gravel Tallgrass Prairie,4,-9999,87,3,214,0,157,0.839216,0,0.615686
1632,14210,Central Tallgrass Prairie,4,-9999,-9999,4,232,255,196,0.909804,1,0.768627
1633,14440,Eastern Boreal Floodplain,-9999,581,312,203,69,69,156,0.270588,0.270588,0.611765
1634,14660,Great Lakes Wooded Dune and Swale,3715,536,-9999,468,181,0,0,0.709804,0,0
1635,14710,Central Interior and Appalachian Floodplain Systems,-9999,429,67,58,0,191,176,0,0.74902,0.690196
1636,14750,Laurentian-Acadian Floodplain Systems,-9999,435,68,59,122,143,245,0.478431,0.560784,0.960784
1637,14770,Boreal Acidic Peatland Systems,716,-9999,123,105,106,0,138,0.415686,0,0.541176
1638,14790,Central Interior and Appalachian Swamp Systems,987,-9999,-9999,987,207,61,255,0.811765,0.239216,1
1639,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,-9999,-9999,989,232,189,255,0.909804,0.741176,1
1640,14920,Great Lakes Coastal Marsh Systems,-9999,-9999,-9999,-9999,122,245,202,0.478431,0.960784,0.792157
1641,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,18,-9999,-9999,18,0,168,107,0,0.658824,0.419608
1642,10130,Western Great Plains Dry Bur Oak Forest and Woodland,300,44,30,17,220,0,0,0.862745,0,0
1643,11410,Northwestern Great Plains Mixedgrass Prairie,8,-9999,-9999,8,215,255,232,0.843137,1,0.909804
1644,11500,Western Great Plains Tallgrass Prairie,5,-9999,254,5,245,245,150,0.960784,0.960784,0.588235
1645,11620,Western Great Plains Floodplain Systems,250,94,196,51,102,153,205,0.4,0.6,0.803922
1646,13010,Boreal Aspen-Birch Forest,82,-9999,-9999,82,255,245,56,1,0.960784,0.219608
1647,13020,Laurentian-Acadian Northern Hardwoods Forest,2109,-9999,-9999,2109,76,230,0,0.298039,0.901961,0
1648,13140,North-Central Interior Maple-Basswood Forest,1027,-9999,857,467,237,161,102,0.929412,0.631373,0.4
1649,13310,Eastern Great Plains Tallgrass Aspen Parkland,16,-9999,8,6,220,240,0,0.862745,0.941176,0
1650,13651,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,-9999,213,147,194,114,0.576471,0.760784,0.447059
1651,13850,Western Great Plains Wooded Draw and Ravine,91,65,230,32,168,168,0,0.658824,0.658824,0
1652,13940,North-Central Interior Oak Savanna,550,165,5,5,230,213,138,0.901961,0.835294,0.541176
1653,14120,North-Central Interior Sand and Gravel Tallgrass Prairie,4,-9999,87,3,214,0,157,0.839216,0,0.615686
1654,14200,Northern Tallgrass Prairie,6,-9999,-9999,6,184,132,29,0.721569,0.517647,0.113725
1655,14690,Eastern Great Plains Floodplain Systems,517,77,176,48,75,170,190,0.294118,0.666667,0.745098
1656,14770,Boreal Acidic Peatland Systems,716,-9999,123,105,106,0,138,0.415686,0,0.541176
1657,14820,Great Plains Prairie Pothole,50,-9999,-9999,50,156,100,163,0.611765,0.392157,0.639216
1658,14950,Western Great Plains Depressional Wetland Systems,20,-9999,-9999,20,104,0,156,0.407843,0,0.611765
1659,10130,Western Great Plains Dry Bur Oak Forest and Woodland,300,44,30,17,220,0,0,0.862745,0,0
1660,11410,Northwestern Great Plains Mixedgrass Prairie,8,-9999,-9999,8,215,255,232,0.843137,1,0.909804
1661,11500,Western Great Plains Tallgrass Prairie,5,-9999,254,5,245,245,150,0.960784,0.960784,0.588235
1662,11620,Western Great Plains Floodplain Systems,250,94,196,51,102,153,205,0.4,0.6,0.803922
1663,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,112,43,47,19,176,163,222,0.690196,0.639216,0.870588
1664,13110,North-Central Interior Dry Oak Forest and Woodland,77,85,19,13,179,207,143,0.701961,0.811765,0.560784
1665,13140,North-Central Interior Maple-Basswood Forest,1027,-9999,857,467,237,161,102,0.929412,0.631373,0.4
1666,13310,Eastern Great Plains Tallgrass Aspen Parkland,16,-9999,8,6,220,240,0,0.862745,0.941176,0
1667,13850,Western Great Plains Wooded Draw and Ravine,91,65,230,32,168,168,0,0.658824,0.658824,0
1668,13940,North-Central Interior Oak Savanna,550,165,5,5,230,213,138,0.901961,0.835294,0.541176
1669,14120,North-Central Interior Sand and Gravel Tallgrass Prairie,4,-9999,87,3,214,0,157,0.839216,0,0.615686
1670,14200,Northern Tallgrass Prairie,6,-9999,-9999,6,184,132,29,0.721569,0.517647,0.113725
1671,14690,Eastern Great Plains Floodplain Systems,517,77,176,48,75,170,190,0.294118,0.666667,0.745098
1672,14820,Great Plains Prairie Pothole,50,-9999,-9999,50,156,100,163,0.611765,0.392157,0.639216
1673,14950,Western Great Plains Depressional Wetland Systems,20,-9999,-9999,20,104,0,156,0.407843,0,0.611765
1674,10070,Western Great Plains Sparsely Vegetated Systems,-9999,-9999,-9999,-9999,255,235,190,1,0.921569,0.745098
1675,10130,Western Great Plains Dry Bur Oak Forest and Woodland,300,44,30,17,220,0,0,0.862745,0,0
1676,10620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,286,151,232,69,191,19,230,0.74902,0.07451,0.901961
1677,11250,Inter-Mountain Basins Big Sagebrush Steppe,92,-9999,-9999,92,255,190,232,1,0.745098,0.909804
1678,10860,Rocky Mountain Lower Montane-Foothill Shrubland,46,-9999,-9999,46,137,68,101,0.537255,0.266667,0.396078
1679,10940,Western Great Plains Sandhill Steppe,23,-9999,-9999,23,169,0,230,0.662745,0,0.901961
1680,11250,Inter-Mountain Basins Big Sagebrush Steppe,92,-9999,-9999,92,255,115,223,1,0.45098,0.87451
1681,11320,Central Mixedgrass Prairie,8,-9999,161,8,112,168,112,0.439216,0.658824,0.439216
1682,11410,Northwestern Great Plains Mixedgrass Prairie,8,-9999,-9999,8,215,255,232,0.843137,1,0.909804
1683,11480,Western Great Plains Sand Prairie,15,12,12,4,245,218,169,0.960784,0.854902,0.662745
1684,11490,Western Great Plains Shortgrass Prairie,21,-9999,-9999,21,205,205,102,0.803922,0.803922,0.4
1685,11500,Western Great Plains Tallgrass Prairie,5,-9999,254,5,245,245,150,0.960784,0.960784,0.588235
1686,11620,Western Great Plains Floodplain Systems,250,94,196,51,102,153,205,0.4,0.6,0.803922
1687,11790,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,418,100,17,14,189,106,64,0.741176,0.415686,0.25098
1688,13850,Western Great Plains Wooded Draw and Ravine,91,65,230,32,168,168,0,0.658824,0.658824,0
1689,14210,Central Tallgrass Prairie,4,-9999,-9999,4,232,255,196,0.909804,1,0.768627
1690,14690,Eastern Great Plains Floodplain Systems,517,77,176,48,75,170,190,0.294118,0.666667,0.745098
1691,14950,Western Great Plains Depressional Wetland Systems,20,-9999,-9999,20,104,0,156,0.407843,0,0.611765
1692,10940,Western Great Plains Sandhill Steppe,52,-9999,-9999,52,169,0,230,0.662745,0,0.901961
1693,11110,Western Great Plains Mesquite Woodland and Shrubland,13,39,24,7,156,40,156,0.611765,0.156863,0.611765
1694,11320,Central Mixedgrass Prairie,7,44,21,5,112,168,112,0.439216,0.658824,0.439216
1695,11480,Western Great Plains Sand Prairie,13,201,205,12,245,218,169,0.960784,0.854902,0.662745
1696,11620,Western Great Plains Floodplain Systems,180,-9999,14,13,102,153,205,0.4,0.6,0.803922
1697,13040,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,115,115,0,0.45098,0.45098,0
1698,13080,Crosstimbers Oak Forest and Woodland,158,93,5,5,137,90,68,0.537255,0.352941,0.266667
1699,13230,West Gulf Coastal Plain Mesic Hardwood Forest,271,90,23,17,181,158,143,0.709804,0.619608,0.560784
1700,13340,Ozark-Ouachita Mesic Hardwood Forest,316,110,25,19,0,135,74,0,0.529412,0.290196
1701,13640,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,97,69,0,0.380392,0.270588,0
1702,13670,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,347,92,5,5,196,164,100,0.768627,0.643137,0.392157
1703,13710,West Gulf Coastal Plain Pine-Hardwood Forest,121,64,5,4,100,168,0,0.392157,0.658824,0
1704,13830,Edwards Plateau Limestone Savanna and Woodland,15,24,14,6,209,255,115,0.819608,1,0.45098
1705,13930,Edwards Plateau Limestone Shrubland,69,44,-9999,27,255,203,125,1,0.796078,0.490196
1706,14220,Southern Blackland Tallgrass Prairie,3,171,35,2,255,127,127,1,0.498039,0.498039
1707,14230,Southeastern Great Plains Tallgrass Prairie,2,82,489,2,135,75,120,0.529412,0.294118,0.470588
1708,14710,Central Interior and Appalachian Floodplain Systems,182,-9999,30,26,0,191,176,0,0.74902,0.690196
1709,14720,Central Interior and Appalachian Riparian Systems,185,-9999,30,26,36,255,20,0.141176,1,0.078431
1710,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,393,257,49,37,102,119,205,0.4,0.466667,0.803922
1711,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,431,129,50,33,171,185,235,0.670588,0.72549,0.921569
1712,15040,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,10,-9999,-9999,10,166,179,130,0.65098,0.701961,0.509804
1713,15190,East-Central Texas Plains Post Oak Savanna and Woodland,57,53,5,4,207,148,10,0.811765,0.580392,0.039216
1714,15230,Edwards Plateau Dry-Mesic Slope Forest and Woodland,103,133,30,20,102,255,171,0.4,1,0.670588
1715,10940,Western Great Plains Sandhill Steppe,52,-9999,-9999,52,169,0,230,0.662745,0,0.901961
1716,10950,Apacherian-Chihuahuan Mesquite Upland Scrub,26,-9999,28,13,255,56,132,1,0.219608,0.517647
1717,11110,Western Great Plains Mesquite Woodland and Shrubland,13,39,24,7,156,40,156,0.611765,0.156863,0.611765
1718,11320,Central Mixedgrass Prairie,7,44,21,5,112,168,112,0.439216,0.658824,0.439216
1719,11480,Western Great Plains Sand Prairie,13,-9999,-9999,13,245,218,169,0.960784,0.854902,0.662745
1720,11490,Western Great Plains Shortgrass Prairie,14,-9999,-9999,14,205,205,102,0.803922,0.803922,0.4
1721,11550,North American Warm Desert Riparian Systems,-9999,-9999,-9999,-9999,123,160,117,0.482353,0.627451,0.458824
1722,11620,Western Great Plains Floodplain Systems,180,-9999,14,13,102,153,205,0.4,0.6,0.803922
1723,13080,Crosstimbers Oak Forest and Woodland,158,93,5,5,137,90,68,0.537255,0.352941,0.266667
1724,13580,East-Central Texas Plains Southern Pine Forest and Woodland,64,91,7,6,194,94,0,0.760784,0.368627,0
1725,13830,Edwards Plateau Limestone Savanna and Woodland,15,24,14,6,209,255,115,0.819608,1,0.45098
